9.530000000000000000e+02 5.095200000000000000e+04
5.095300000000000000e+04 1.009520000000000000e+05
1.009530000000000000e+05 1.509520000000000000e+05
1.509530000000000000e+05 2.009520000000000000e+05
2.009530000000000000e+05 2.509520000000000000e+05
2.509530000000000000e+05 3.009520000000000000e+05
3.009530000000000000e+05 3.509520000000000000e+05
3.509530000000000000e+05 4.009520000000000000e+05
4.009530000000000000e+05 4.509520000000000000e+05
4.509530000000000000e+05 5.009520000000000000e+05
5.009530000000000000e+05 5.509520000000000000e+05
5.509530000000000000e+05 6.009520000000000000e+05
6.009530000000000000e+05 6.509520000000000000e+05
6.509530000000000000e+05 7.009520000000000000e+05
7.009530000000000000e+05 7.509520000000000000e+05
7.509530000000000000e+05 8.009520000000000000e+05
8.009530000000000000e+05 8.509520000000000000e+05
8.509530000000000000e+05 9.009520000000000000e+05
9.009530000000000000e+05 9.509520000000000000e+05
9.509530000000000000e+05 9.987050000000000000e+05
