5.001000000000000000e+03 5.500000000000000000e+04
5.500100000000000000e+04 1.050000000000000000e+05
1.050010000000000000e+05 1.550000000000000000e+05
1.550010000000000000e+05 2.050000000000000000e+05
2.050010000000000000e+05 2.550000000000000000e+05
2.550010000000000000e+05 3.050000000000000000e+05
3.050010000000000000e+05 3.550000000000000000e+05
3.550010000000000000e+05 4.050000000000000000e+05
4.050010000000000000e+05 4.550000000000000000e+05
4.550010000000000000e+05 5.050000000000000000e+05
5.050010000000000000e+05 5.550000000000000000e+05
5.550010000000000000e+05 6.050000000000000000e+05
6.050010000000000000e+05 6.550000000000000000e+05
6.550010000000000000e+05 7.050000000000000000e+05
7.050010000000000000e+05 7.550000000000000000e+05
7.550010000000000000e+05 8.050000000000000000e+05
8.050010000000000000e+05 8.550000000000000000e+05
8.550010000000000000e+05 9.050000000000000000e+05
9.050010000000000000e+05 9.550000000000000000e+05
9.550010000000000000e+05 9.974700000000000000e+05
