0.01,3265.99890383568
0.01,4301.975160715214
0.01,4196.202315591718
0.01,4486.5594011697485
0.01,4492.351519137122
0.01,3617.3018136272904
0.01,4104.095182627206
0.01,3770.5677888401715
0.01,4639.368493864577
0.01,4609.5243846839885
0.01,3414.2111871420493
0.01,4129.528292486873
0.01,4270.087556333601
0.01,4170.015481773393
0.01,3847.7831133405793
0.01,4648.772970553834
0.01,4692.373153354591
0.01,3499.720062341638
0.01,3777.241876583773
0.01,3995.6351300387923
0.01,4125.585791449829
0.01,3555.912228259726
0.01,4215.205610230967
0.01,4779.732537012499
0.01,4701.206937626499
0.01,4201.317317409894
0.01,3921.9722088033022
0.01,4823.964290510128
0.01,3883.1614652977296
0.01,3502.6061924483542
0.01,4152.545503808818
0.01,4076.4859479508027
0.01,4481.123419400264
0.01,4260.598804394599
0.01,3925.254468511258
0.01,3829.1505104420053
0.01,4298.660203238351
0.01,4065.3255192846054
0.01,3748.084905745489
0.01,5298.696803909214
0.01,4119.862037705088
0.01,4332.344905482921
0.01,5201.3994587742445
0.01,4279.173008266191
0.01,3583.6210480359005
0.01,4079.4146476360393
0.01,3533.2516304204964
0.01,3448.4883415029853
0.01,2714.421899084933
0.01,4761.730890420133
0.01,3174.650427526844
0.01,4735.25243892816
0.01,4897.7629795027
0.01,4245.324055893223
0.01,4477.464156207548
0.01,3996.6503447331456
0.01,3699.9971278959197
0.01,4758.8688288804615
0.01,4141.637772357976
0.01,3239.5120104002895
0.01,3662.8550399386004
0.01,3646.708723341541
0.01,3947.7332559294337
0.01,3836.1831610229274
0.01,4695.8893601351765
0.01,4307.876760463364
0.01,4022.999505661666
0.01,3638.937322701914
0.01,4132.077970469796
0.01,3705.5590025496285
0.01,4392.416366270913
0.01,4693.07718343706
0.01,3850.4475087923242
0.01,3834.5887637504356
0.01,4706.815325336533
0.01,4167.101028168179
0.01,4498.336387322272
0.01,4818.744914509658
0.01,3533.2822954292287
0.01,3805.2650253842157
0.01,4643.349984517575
0.01,4098.026262204279
0.01,4599.465226280749
0.01,3050.507958911763
0.01,3955.1208967308116
0.01,4604.195833659535
0.01,4033.8149672201534
0.01,3854.112458206427
0.01,3843.077689473262
0.01,4868.186751551515
0.01,4049.375604267102
0.01,3659.7633392401267
0.01,4610.571480167127
0.01,4920.100778735731
0.01,4654.241369913593
0.01,4357.11989434845
0.01,4154.771602398509
0.01,3799.7819775958333
0.01,4031.699475203844
0.01,4403.651253823678
