GR,s,h,rho,rho_scaled,window,mean,sd
100,0.05,0.5,5e-08,4.9999999999999996e-06,0,2.6029831706694622e-05,2.438957776653913e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,20833,2.645778389215714e-05,2.453069242397398e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,41666,2.6260979969310248e-05,2.7105384951823418e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,62500,2.6212725185028597e-05,2.5673818569317055e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,83333,2.599117458632789e-05,2.513825142377267e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,104166,2.596191281408206e-05,2.5411577393683654e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,125000,2.603115666795432e-05,2.3582372299137698e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,145833,2.599147559275452e-05,2.316474298886239e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,166666,2.652726209674794e-05,2.4828125785456968e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,187500,2.6499939595411073e-05,2.4843056297189132e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,208333,2.782374611943899e-05,2.5397673005295086e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,229166,2.7728016206863836e-05,2.574220049659527e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,250000,2.845877790365246e-05,2.7539818274071303e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,270833,2.7349374795440247e-05,2.5827671641902514e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,291666,2.742590444565263e-05,2.6821561064883907e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,312500,2.5907618163151504e-05,2.386320545161481e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,333333,2.464234505267804e-05,2.370092702635659e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,354166,2.4070876950858205e-05,2.203325066129044e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,375000,2.36184468560127e-05,2.1804445028428676e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,395833,2.5181260049691045e-05,2.478011243365709e-05
