1.093900000000000000e+04 6.093800000000000000e+04
6.093900000000000000e+04 1.109380000000000000e+05
1.109390000000000000e+05 1.609380000000000000e+05
1.609390000000000000e+05 2.109380000000000000e+05
2.109390000000000000e+05 2.609380000000000000e+05
2.609390000000000000e+05 3.109380000000000000e+05
3.109390000000000000e+05 3.609380000000000000e+05
3.609390000000000000e+05 4.109380000000000000e+05
4.109390000000000000e+05 4.609380000000000000e+05
4.609390000000000000e+05 5.109380000000000000e+05
5.109390000000000000e+05 5.609380000000000000e+05
5.609390000000000000e+05 6.109380000000000000e+05
6.109390000000000000e+05 6.609380000000000000e+05
6.609390000000000000e+05 7.109380000000000000e+05
7.109390000000000000e+05 7.609380000000000000e+05
7.609390000000000000e+05 8.109380000000000000e+05
8.109390000000000000e+05 8.609380000000000000e+05
8.609390000000000000e+05 9.109380000000000000e+05
9.109390000000000000e+05 9.609380000000000000e+05
9.609390000000000000e+05 9.969580000000000000e+05
