GR,s,h,rho,rho_scaled,window,mean,sd
100,0.05,0.5,5e-08,4.9999999999999996e-06,0,1.652270657667319e-05,2.1250412630272597e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,20833,1.5912112573987112e-05,1.9028833313059105e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,41666,1.5965662110650368e-05,1.9239606060529965e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,62500,1.625141096515452e-05,2.0873603128123343e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,83333,1.589138260683634e-05,1.9055951473664054e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,104166,1.549976337736779e-05,1.8349257645531442e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,125000,1.654295654608462e-05,1.9232779518071828e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,145833,1.625561025152597e-05,2.0545173522959284e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,166666,1.7653498898104864e-05,2.2481760579646197e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,187500,1.689100027538178e-05,2.220939090555574e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,208333,1.580817653540129e-05,1.8367870520563615e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,229166,1.5981600647641086e-05,1.9381619156583025e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,250000,1.7728207494606594e-05,2.0848169541749015e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,270833,1.577570731763097e-05,2.0159079140654887e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,291666,1.5530964420523255e-05,1.7888801142650286e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,312500,1.5380777017475063e-05,1.9531413066522725e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,333333,1.4862364999160524e-05,1.8964997695274375e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,354166,1.6654966826505808e-05,2.0733689843413126e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,375000,1.7026921557649503e-05,1.9137498537266282e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,395833,1.458043053756385e-05,1.9324477678402387e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,416666,1.372291257481327e-05,1.6319245664976884e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,437500,1.2887540789775342e-05,1.704298994878101e-05
