GR,s,h,rho,rho_scaled,window,mean,sd
100,0.05,0.5,5e-08,4.9999999999999996e-06,0,2.9538036930672774e-05,2.6207843757353237e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,20833,2.970239630840724e-05,2.6098997480272567e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,41666,2.8954291714292026e-05,2.5346476260623554e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,62500,3.0295709581514725e-05,2.6379314854785614e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,83333,2.9172620063873674e-05,2.529113883783586e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,104166,2.957604269287111e-05,2.724712416613514e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,125000,3.0279891040755254e-05,2.6687803213379133e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,145833,3.10848300020891e-05,2.8702808113039533e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,166666,3.030428579739395e-05,2.397253624410792e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,187500,3.0836667474599776e-05,2.5273442920908792e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,208333,3.057041988888347e-05,2.533427297073899e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,229166,3.1287372785160184e-05,2.6166594576176173e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,250000,3.000837187626691e-05,2.4661308818199433e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,270833,3.153831838845798e-05,2.788533265621803e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,291666,2.8729064889567056e-05,2.517852330925494e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,312500,2.7527279462351964e-05,2.375945643037873e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,333333,3.050242697829698e-05,2.81124058336773e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,354166,2.7515352699531907e-05,2.567288519180399e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,375000,2.8642160783842997e-05,2.578925346766609e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,395833,2.702390789628065e-05,2.4482387895660725e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,416666,2.537174777211988e-05,2.4107096031447454e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,437500,2.2565020753395745e-05,2.3447408945526413e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,458333,1.995431800152911e-05,2.0825418920118448e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,479166,1.5405706270997214e-05,1.7050806366126874e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,500000,8.358311904835308e-06,9.739607678219604e-06
100,0.05,0.5,5e-08,4.9999999999999996e-06,520833,1.455058649059237e-05,1.6345387130535643e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,541666,2.0566367691030393e-05,1.973447422643085e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,562500,2.345293543065517e-05,2.2125537069052743e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,583333,2.5928974815812e-05,2.4462235924676612e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,604166,2.6578146986359616e-05,2.4859636344682236e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,625000,2.916239775968244e-05,2.7614483032131465e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,645833,2.8701732519166965e-05,2.537403530304431e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,666666,2.9960161434343986e-05,2.7099330948962587e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,687500,2.8674656744409618e-05,2.646420043272391e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,708333,2.8841221857758565e-05,2.4230606942670998e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,729166,3.0258508147962612e-05,2.5928905772383333e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,750000,2.9858571772413556e-05,2.7077159065080415e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,770833,3.1131954778641624e-05,2.554558172609642e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,791666,2.943323734906094e-05,2.6522879876063544e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,812500,2.9889745668754673e-05,2.6096723321092887e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,833333,2.9089083378822708e-05,2.5145101659293228e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,854166,2.9855361852732837e-05,2.678670283700519e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,875000,2.8903456099878332e-05,2.5508014048321412e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,895833,2.9733691107662606e-05,2.7735552781195795e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,916666,2.819475381051484e-05,2.4400024511742815e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,937500,3.0122102891606745e-05,2.7644369244863972e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,958333,2.964814113372843e-05,2.665305249991558e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,979166,3.098232004312939e-05,2.6543508794244552e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,1000000,2.9739966248637777e-05,2.506262599474453e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,2.988403158074944e-05,7.218361112017598e-06
