1.423000000000000000e+03 5.142200000000000000e+04
5.142300000000000000e+04 1.014220000000000000e+05
1.014230000000000000e+05 1.514220000000000000e+05
1.514230000000000000e+05 2.014220000000000000e+05
2.014230000000000000e+05 2.514220000000000000e+05
2.514230000000000000e+05 3.014220000000000000e+05
3.014230000000000000e+05 3.514220000000000000e+05
3.514230000000000000e+05 4.014220000000000000e+05
4.014230000000000000e+05 4.514220000000000000e+05
4.514230000000000000e+05 5.014220000000000000e+05
5.014230000000000000e+05 5.514220000000000000e+05
5.514230000000000000e+05 6.014220000000000000e+05
6.014230000000000000e+05 6.514220000000000000e+05
6.514230000000000000e+05 7.014220000000000000e+05
7.014230000000000000e+05 7.514220000000000000e+05
7.514230000000000000e+05 8.014220000000000000e+05
8.014230000000000000e+05 8.514220000000000000e+05
8.514230000000000000e+05 9.014220000000000000e+05
9.014230000000000000e+05 9.514220000000000000e+05
9.514230000000000000e+05 9.963160000000000000e+05
