GR,s,h,rho,rho_scaled,window,mean,sd
100,0.05,0.2,5e-08,4.9999999999999996e-06,0,2.4517353367857537e-05,2.30834443769687e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,20833,2.5997352619860986e-05,2.5930613379415935e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,41666,2.5933800787693325e-05,2.4857956786301784e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,62500,2.4509290343262157e-05,2.421873078434911e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,83333,2.5376341821017762e-05,2.5496874714975227e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,104166,2.6192922909813526e-05,2.650921871013921e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,125000,2.7016736645676584e-05,2.7149384670255888e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,145833,2.4019508477151492e-05,2.283804787547264e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,166666,2.4598792876987987e-05,2.3910283352115815e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,187500,2.293304305286773e-05,2.3263230070915573e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,208333,2.5059263625536672e-05,2.5261883891238797e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,229166,2.5683970388530643e-05,2.5593703813056047e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,250000,2.442030842183911e-05,2.2996698647821864e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,270833,2.5564781712843593e-05,2.4893202990691967e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,291666,2.590543710019438e-05,2.562791004075992e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,312500,2.4307744335570515e-05,2.3833378218437818e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,333333,2.2889841228919525e-05,2.4187796902617927e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,354166,2.4479920011321097e-05,2.4909330942766255e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,375000,2.2032995399465932e-05,2.532256545860887e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,395833,2.2451610414183662e-05,2.40274256840148e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,416666,1.9688267797075444e-05,2.1050215810592792e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,437500,1.939442137625464e-05,2.184778501983166e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,458333,1.810608426519524e-05,2.1289466771420685e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,479166,1.1222787741033255e-05,1.5143895424382394e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,500000,7.340012651489426e-06,9.473894987677516e-06
100,0.05,0.2,5e-08,4.9999999999999996e-06,520833,1.33083082972634e-05,1.7560672752838146e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,541666,1.7968879614723803e-05,2.0104842691981157e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,562500,1.9555676933627403e-05,2.19916514909677e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,583333,2.333167425170537e-05,2.4853856264448906e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,604166,2.2770795654647704e-05,2.2697063994400995e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,625000,2.3481697948664633e-05,2.3281978270214147e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,645833,2.316059404196511e-05,2.3523263250219927e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,666666,2.5391392142324358e-05,2.5647252020017272e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,687500,2.4741519268293314e-05,2.36469940808447e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,708333,2.584226029242669e-05,2.5013416121035286e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,729166,2.4890176966552364e-05,2.4962444742278767e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,750000,2.4619525437977686e-05,2.3070540377367555e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,770833,2.796327493428285e-05,2.622288642922978e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,791666,2.477330752070587e-05,2.5541267100898177e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,812500,2.825330202766403e-05,2.5600934029784637e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,833333,2.5890663112655942e-05,2.3989942757652994e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,854166,2.4554757117203566e-05,2.5502145923814028e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,875000,2.6064349635397098e-05,2.6011926912666205e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,895833,2.662769955244642e-05,2.6471684523869538e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,916666,2.471039717764287e-05,2.6175007469710786e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,937500,2.5352034318473736e-05,2.4561395884191877e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,958333,2.625686950450725e-05,2.6279611476914666e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,979166,2.3906764299702985e-05,2.3146346479194177e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,1000000,2.5598631627490776e-05,2.4536724780957294e-05
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,2.576509692752339e-05,7.998072660627988e-06
50,0.05,0.2,5e-08,2.4999999999999998e-06,0,3.450283692338981e-05,2.727831789646602e-05
50,0.05,0.2,5e-08,2.4999999999999998e-06,20833,3.1187774199829684e-05,2.5242591008522144e-05
50,0.05,0.2,5e-08,2.4999999999999998e-06,41666,3.328314408108448e-05,2.6223386101385204e-05
50,0.05,0.2,5e-08,2.4999999999999998e-06,62500,3.3519596965144664e-05,2.7588989042792534e-05
50,0.05,0.2,5e-08,2.4999999999999998e-06,83333,3.193747758217529e-05,2.6843391116218202e-05
