GR,s,h,rho,rho_scaled,window,mean,sd
100,0.1,0.5,5e-08,4.9999999999999996e-06,0,2.6491249885306177e-05,2.4947112255964808e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,20833,2.472286673893554e-05,2.538299156105512e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,41666,2.487955292006904e-05,2.5866207399020978e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,62500,2.3430132960242254e-05,2.413629725517007e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,83333,2.6139412849403422e-05,2.5615916698157823e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,104166,2.4459234454954905e-05,2.3512824303814288e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,125000,2.5035071587260832e-05,2.3976932450203675e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,145833,2.6736619467923883e-05,2.632720348043305e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,166666,2.599762401909757e-05,2.576166563044593e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,187500,2.4089726861478337e-05,2.4944207433565432e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,208333,2.4686504175752014e-05,2.4046028338715035e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,229166,2.4492892894835013e-05,2.3869673207233196e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,250000,2.2449587618185777e-05,2.1909588254888584e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,270833,2.504214573549886e-05,2.41687182655345e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,291666,2.4445748380157813e-05,2.450909578932316e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,312500,2.2712148746867046e-05,2.280983040526005e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,333333,2.596140455732986e-05,2.596798097193311e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,354166,2.2794659049349727e-05,2.3282087520925713e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,375000,2.3284405305545506e-05,2.4580469994371504e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,395833,2.165548789330213e-05,2.2028094274792176e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,416666,2.122288737909461e-05,2.2527920683798046e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,437500,1.9092714246632988e-05,2.129721799843542e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,458333,1.4868908188030392e-05,1.7188083406993987e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,479166,1.1302983748207033e-05,1.4768529804560097e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,500000,6.212399142049572e-06,8.156219563519573e-06
100,0.1,0.5,5e-08,4.9999999999999996e-06,520833,1.140938705258104e-05,1.4079803772545153e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,541666,1.5532997447532463e-05,1.8822666852109154e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,562500,1.8557712333159996e-05,2.011885740213225e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,583333,2.1835835153343092e-05,2.0970268849864325e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,604166,2.3379420779235403e-05,2.344155175840516e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,625000,2.4452993157433886e-05,2.4623436792669533e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,645833,2.324473273986781e-05,2.5470068215762732e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,666666,2.4930738816107682e-05,2.476807888061516e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,687500,2.4742239709902763e-05,2.6306624854958593e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,708333,2.680986272010721e-05,2.6044812627182908e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,729166,2.4684056648090494e-05,2.41397281249299e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,750000,2.5480129723800187e-05,2.59035561969827e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,770833,2.6165250056736095e-05,2.3822123295721828e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,791666,2.5705756345438945e-05,2.4335435110875688e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,812500,2.68557045184485e-05,2.6280258407423883e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,833333,2.516720650376255e-05,2.4968721699761166e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,854166,2.390859994544871e-05,2.6540063714952026e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,875000,2.4374858678547395e-05,2.3616836646817045e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,895833,2.6690165787667083e-05,2.6487278893727037e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,916666,2.5238140395168054e-05,2.524544627833243e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,937500,2.573424833075872e-05,2.672057661298095e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,958333,2.6383968234311715e-05,2.528546999269844e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,979166,2.6176629086549737e-05,2.6449264048077234e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,1000000,2.665621769617501e-05,2.6054128959231557e-05
100,0.1,0.5,5e-08,4.9999999999999996e-06,chr2,2.5348712097561956e-05,8.111398707865842e-06
50,0.1,0.5,5e-08,2.4999999999999998e-06,0,2.991979696605268e-05,2.465927751519427e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,20833,3.129497196378658e-05,2.6131607586411817e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,41666,3.196470139288043e-05,2.676475330593048e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,62500,3.0250203331320934e-05,2.44883267874764e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,83333,2.9173636577378108e-05,2.5531796297184038e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,104166,3.2039997410198395e-05,2.78592265930516e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,125000,2.7418979949675196e-05,2.3499969026572325e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,145833,2.940323539707859e-05,2.485739967150174e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,166666,3.1543016062518976e-05,2.6593366233341028e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,187500,3.189927443871351e-05,2.6623901859540392e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,208333,3.035445024539583e-05,2.5567376280338374e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,229166,2.9017438914870717e-05,2.5913433748277432e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,250000,2.8695416573588306e-05,2.606584770935046e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,270833,2.6803482370779368e-05,2.426407896056427e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,291666,2.9032395480077254e-05,2.6706567533738424e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,312500,2.843797687189761e-05,2.4480494431780294e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,333333,2.6336848392292396e-05,2.3409153613527286e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,354166,2.7229470612674484e-05,2.489356409672154e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,375000,2.4893926227705746e-05,2.471942081370578e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,395833,2.3377249585341797e-05,2.1870571260134448e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,416666,2.016427738555726e-05,2.093070900555241e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,437500,1.8163467932892943e-05,1.9053484980990502e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,458333,1.5349931260593476e-05,1.6944922375329153e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,479166,1.0182716782627305e-05,1.3596573362497352e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,500000,5.498777480607379e-06,7.921708180696208e-06
50,0.1,0.5,5e-08,2.4999999999999998e-06,520833,1.0356037269703784e-05,1.2482706304057018e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,541666,1.4289145138631145e-05,1.6542919327758138e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,562500,1.672294493349739e-05,1.8250491553007052e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,583333,1.9427408719840713e-05,1.8900216181887115e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,604166,2.3992610345530837e-05,2.3205526881297037e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,625000,2.47918505747397e-05,2.3510684899157293e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,645833,2.7335212689817457e-05,2.449905292521413e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,666666,2.6699531528598103e-05,2.5503585696541965e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,687500,2.6975949183893507e-05,2.279257704003613e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,708333,2.7579773009256995e-05,2.6521736042733726e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,729166,2.792751931848304e-05,2.4854903083033057e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,750000,2.917139296997728e-05,2.5184601790325354e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,770833,2.9511809895345666e-05,2.7548702679829644e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,791666,2.983302322828788e-05,2.5997715348097173e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,812500,2.9140284078455135e-05,2.678606362510214e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,833333,2.8460774407778218e-05,2.591386037423613e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,854166,3.08725809954109e-05,2.3578482774108746e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,875000,2.911395290248633e-05,2.4234506335392233e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,895833,3.0078328661995472e-05,2.5763189461938936e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,916666,2.9436050032059554e-05,2.506677798429961e-05
50,0.1,0.5,5e-08,2.4999999999999998e-06,937500,3.1758877146312564e-05,2.6358009720023442e-05
