1.133000000000000000e+03 5.113200000000000000e+04
5.113300000000000000e+04 1.011320000000000000e+05
1.011330000000000000e+05 1.511320000000000000e+05
1.511330000000000000e+05 2.011320000000000000e+05
2.011330000000000000e+05 2.511320000000000000e+05
2.511330000000000000e+05 3.011320000000000000e+05
3.011330000000000000e+05 3.511320000000000000e+05
3.511330000000000000e+05 4.011320000000000000e+05
4.011330000000000000e+05 4.511320000000000000e+05
4.511330000000000000e+05 5.011320000000000000e+05
5.011330000000000000e+05 5.511320000000000000e+05
5.511330000000000000e+05 6.011320000000000000e+05
6.011330000000000000e+05 6.511320000000000000e+05
6.511330000000000000e+05 7.011320000000000000e+05
7.011330000000000000e+05 7.511320000000000000e+05
7.511330000000000000e+05 8.011320000000000000e+05
8.011330000000000000e+05 8.511320000000000000e+05
8.511330000000000000e+05 9.011320000000000000e+05
9.011330000000000000e+05 9.511320000000000000e+05
9.511330000000000000e+05 9.942610000000000000e+05
