GR,s,h,rho,rho_scaled,window,mean,sd
100,0.05,0.5,1e-07,9.999999999999999e-06,0,3.089322707552427e-05,2.6620131205206313e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,20833,3.059404149153852e-05,2.405229555466228e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,41666,3.109314962232697e-05,2.63337894121952e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,62500,2.9708209186603902e-05,2.404957891570578e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,83333,2.9178413203943427e-05,2.574314428588985e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,104166,2.937948056207193e-05,2.5417307848736036e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,125000,2.8798405070166606e-05,2.510765085803379e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,145833,3.0936680560582664e-05,2.435595016890399e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,166666,3.079882455194356e-05,2.5032564751608045e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,187500,3.0083949093460175e-05,2.5775595755325416e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,208333,3.0926850973682906e-05,2.707563207295055e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,229166,3.075861305413028e-05,2.6405165549152958e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,250000,3.092086515356197e-05,2.475990632073734e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,270833,3.103346646291503e-05,2.496323834790457e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,291666,2.939284327358032e-05,2.3520247832984707e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,312500,3.0349940083534984e-05,2.4761733972625708e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,333333,3.120395452886726e-05,2.553534121467683e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,354166,3.0157596977232946e-05,2.5176110210027506e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,375000,3.007804898244654e-05,2.4450356301635404e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,395833,2.9591364413415234e-05,2.4082725907408074e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,416666,3.0176136012364613e-05,2.5528431071488567e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,437500,2.7022901251839156e-05,2.308107399352126e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,458333,2.549019626807158e-05,2.337371759430448e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,479166,2.0111828249435793e-05,2.0895960746593913e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,500000,1.2372179017737038e-05,1.3743738692141137e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,520833,2.2222366880756656e-05,2.1001320541831875e-05
100,0.05,0.5,1e-07,9.999999999999999e-06,541666,2.4715835031440054e-05,2.3356292536827158e-05
