1.327900000000000000e+04 6.327800000000000000e+04
6.327900000000000000e+04 1.132780000000000000e+05
1.132790000000000000e+05 1.632780000000000000e+05
1.632790000000000000e+05 2.132780000000000000e+05
2.132790000000000000e+05 2.632780000000000000e+05
2.632790000000000000e+05 3.132780000000000000e+05
3.132790000000000000e+05 3.632780000000000000e+05
3.632790000000000000e+05 4.132780000000000000e+05
4.132790000000000000e+05 4.632780000000000000e+05
4.632790000000000000e+05 5.132780000000000000e+05
5.132790000000000000e+05 5.632780000000000000e+05
5.632790000000000000e+05 6.132780000000000000e+05
6.132790000000000000e+05 6.632780000000000000e+05
6.632790000000000000e+05 7.132780000000000000e+05
7.132790000000000000e+05 7.632780000000000000e+05
7.632790000000000000e+05 8.132780000000000000e+05
8.132790000000000000e+05 8.632780000000000000e+05
8.632790000000000000e+05 9.132780000000000000e+05
9.132790000000000000e+05 9.632780000000000000e+05
9.632790000000000000e+05 9.907510000000000000e+05
