4.847000000000000000e+03 5.484600000000000000e+04
5.484700000000000000e+04 1.048460000000000000e+05
1.048470000000000000e+05 1.548460000000000000e+05
1.548470000000000000e+05 2.048460000000000000e+05
2.048470000000000000e+05 2.548460000000000000e+05
2.548470000000000000e+05 3.048460000000000000e+05
3.048470000000000000e+05 3.548460000000000000e+05
3.548470000000000000e+05 4.048460000000000000e+05
4.048470000000000000e+05 4.548460000000000000e+05
4.548470000000000000e+05 5.048460000000000000e+05
5.048470000000000000e+05 5.548460000000000000e+05
5.548470000000000000e+05 6.048460000000000000e+05
6.048470000000000000e+05 6.548460000000000000e+05
6.548470000000000000e+05 7.048460000000000000e+05
7.048470000000000000e+05 7.548460000000000000e+05
7.548470000000000000e+05 8.048460000000000000e+05
8.048470000000000000e+05 8.548460000000000000e+05
8.548470000000000000e+05 9.048460000000000000e+05
9.048470000000000000e+05 9.548460000000000000e+05
9.548470000000000000e+05 9.763230000000000000e+05
