GR,s,h,rho,rho_scaled,window,mean,sd
100,0.05,0.5,5e-08,4.9999999999999996e-06,0,3.077904201485473e-05,2.676181962083332e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,20833,2.954504890004217e-05,2.6158362106048396e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,41666,3.131675792069494e-05,2.6927957070951033e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,62500,3.088422648992969e-05,2.655128664715233e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,83333,3.14581519884745e-05,2.595801874548405e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,104166,3.2235666390782513e-05,2.7713399138037275e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,125000,2.8935060226009045e-05,2.3639273249664356e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,145833,3.1542907502824384e-05,2.6334777014567297e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,166666,3.065002868680024e-05,2.449608032982188e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,187500,3.117987894930756e-05,2.5931509900547444e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,208333,2.9960077547306715e-05,2.6441142379686572e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,229166,3.0795488808598266e-05,2.575343631821479e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,250000,2.9360139423173012e-05,2.5257944425176917e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,270833,3.0636093569629275e-05,2.6392862232082733e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,291666,2.8750081059549546e-05,2.5272742368333454e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,312500,2.9759972422836712e-05,2.452620635407249e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,333333,2.7578593656210632e-05,2.3902944379707955e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,354166,2.74849559850241e-05,2.382200798325162e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,375000,2.7260007001095734e-05,2.4119687744332723e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,395833,2.7012632491629724e-05,2.1985440566876655e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,416666,2.4981066103651714e-05,2.3383605230861935e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,437500,2.3012942988147084e-05,2.110896055852301e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,458333,1.870618745375103e-05,2.0169854945477985e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,479166,1.580595106166047e-05,1.745969462511865e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,500000,9.508874796106503e-06,1.1083881020476597e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,520833,1.610841317461348e-05,1.7677831070373754e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,541666,2.1102711797092126e-05,1.995744721139233e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,562500,2.4630364010011843e-05,2.3237089238968352e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,583333,2.6129913876120005e-05,2.436428726162305e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,604166,2.906715925502962e-05,2.6736244975911003e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,625000,2.8629341498958103e-05,2.570268237663251e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,645833,2.9677170982990557e-05,2.6350911907448953e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,666666,3.197287297716996e-05,2.6803677790825324e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,687500,3.011863391590862e-05,2.6565382164307294e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,708333,3.108602909326326e-05,2.592444795404624e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,729166,2.7754238307658863e-05,2.4616361664784976e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,750000,2.91382937540391e-05,2.66317171669682e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,770833,3.0486730233354226e-05,2.530853784206696e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,791666,2.9928782748052883e-05,2.5800697554085888e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,812500,3.1470340281467184e-05,2.5712400877104245e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,833333,3.0028637929024883e-05,2.6168562287885155e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,854166,2.8893019635711852e-05,2.6051365732378937e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,875000,3.2354217127211287e-05,2.5611431347343622e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,895833,3.0149849762658475e-05,2.6438717020013476e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,916666,2.8990644408412738e-05,2.4000062361532737e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,937500,3.094009525643329e-05,2.656169359035327e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,958333,3.1265596697314734e-05,2.6303705845220057e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,979166,3.014683969839715e-05,2.6290097176078217e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,1000000,3.062521237769147e-05,2.6436230559062706e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,3.060239252374095e-05,7.060358117293494e-06
50,0.05,0.5,5e-08,2.4999999999999998e-06,0,3.393139842875991e-05,2.5277611284399024e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,20833,3.4325174048526514e-05,2.8553202023466043e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,41666,3.2312023332391234e-05,2.513809540717821e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,62500,3.419487774226121e-05,2.7681215421824203e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,83333,3.656031947120525e-05,2.7162524743285498e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,104166,3.24555787250008e-05,2.500171721692225e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,125000,3.4876961601557024e-05,2.771744172708958e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,145833,3.4907058946504304e-05,2.560795465743988e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,166666,3.6127018253513225e-05,2.7311045759029978e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,187500,3.605470762779824e-05,2.815972620237892e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,208333,3.400751851285157e-05,2.579940871542037e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,229166,3.2889733616654366e-05,2.688825884628007e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,250000,3.426274614230236e-05,2.638854978066342e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,270833,3.4329837180865765e-05,2.8263201011481068e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,291666,3.243500172832875e-05,2.5370676434973226e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,312500,3.39458960825295e-05,2.8446966481159367e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,333333,3.229410111370609e-05,2.789397598318268e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,354166,3.227213257913001e-05,2.7218178157416116e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,375000,3.065774415030204e-05,2.613307841004035e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,395833,2.80962654947888e-05,2.4713821519780512e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,416666,2.6001300245122297e-05,2.320178938199725e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,437500,2.206874504373147e-05,2.188153719470572e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,458333,1.8413426629876976e-05,1.7554668436940495e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,479166,1.4252165759000172e-05,1.7280393792457177e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,500000,9.003475229676991e-06,1.1049043962029894e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,520833,1.4371097839045715e-05,1.6026171450018244e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,541666,1.9460983272683903e-05,1.9227449565800623e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,562500,2.37892434956877e-05,2.380361935738104e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,583333,2.7879170778101294e-05,2.3996336497080924e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,604166,2.7756843740331776e-05,2.4603134202697313e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,625000,3.048689436618896e-05,2.4925326411924592e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,645833,3.116596357026312e-05,2.4752514313297588e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,666666,3.24504122704404e-05,2.745555883549146e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,687500,3.315280829856751e-05,2.662945796873364e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,708333,3.3473607130856104e-05,2.628567052656199e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,729166,3.253035168197238e-05,2.5735663027448113e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,750000,3.155376676826605e-05,2.6069924372955178e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,770833,3.544317112958107e-05,2.68921459169624e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,791666,3.3938854505971494e-05,2.5039686551437553e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,812500,3.3871004696800465e-05,2.7494063105010886e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,833333,3.453515810521302e-05,2.6642293266936136e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,854166,3.3325926469849355e-05,2.68215464343157e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,875000,3.471974032585415e-05,2.54190444477011e-05
