GR,s,h,rho,rho_scaled,window,mean,sd
100,0.02,0.5,5e-08,4.9999999999999996e-06,0,3.9075089994701417e-05,3.063833606598542e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,20833,3.5341223707220336e-05,2.6767770018541767e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,41666,3.5049153717767576e-05,2.5368452412488082e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,62500,3.8538494227530106e-05,2.9092327563690912e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,83333,3.6912038078348866e-05,2.907287557753561e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,104166,3.5161059024848165e-05,2.798216211300203e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,125000,3.718902670457185e-05,2.8130891240611144e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,145833,3.506168249343844e-05,2.5963328532251983e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,166666,3.6767772113192917e-05,2.7665499737487147e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,187500,3.6962029817746934e-05,2.6696635127402964e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,208333,3.498254741055287e-05,2.909280831108356e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,229166,3.679619994960239e-05,2.87118694656461e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,250000,3.4245076450549845e-05,2.664963850186406e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,270833,3.540535781411396e-05,2.7740577599007637e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,291666,3.4002554374086e-05,2.732628872179981e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,312500,3.788066195406631e-05,2.8035706360772355e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,333333,3.594821056732424e-05,2.7189123878816815e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,354166,3.577185534332893e-05,2.793277465499704e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,375000,3.555659587489776e-05,2.7137237107301195e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,395833,3.233849709429657e-05,2.6181806718493197e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,416666,3.2534620051785134e-05,2.7697444658937122e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,437500,3.218182571675737e-05,2.5570985383782865e-05
100,0.02,0.5,5e-08,4.9999999999999996e-06,458333,2.7642471167462187e-05,2.400207592733007e-05
