GR,s,h,rho,rho_scaled,window,mean,sd
100,0.05,0.5,5e-08,4.9999999999999996e-06,0,7.625321775376005e-06,1.2371963147063287e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,20833,7.328346861535872e-06,1.0915141028489003e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,41666,7.59894176957061e-06,1.2721112004424757e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,62500,7.695979333013188e-06,1.2387498566507042e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,83333,7.698392318953941e-06,1.2234825289330183e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,104166,7.21916048135299e-06,1.202424996420966e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,125000,6.687635394969068e-06,1.1115331082683706e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,145833,6.966739453112813e-06,1.1838888875196374e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,166666,7.1979370610444445e-06,1.2151423686354519e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,187500,7.240966176387531e-06,1.1193796100559011e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,208333,6.928442553551244e-06,1.128975363208271e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,229166,6.974333697208323e-06,1.1223741921985371e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,250000,7.262879833431091e-06,1.2110419180770353e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,270833,6.8907377977788e-06,1.0987643001136807e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,291666,7.627256111753892e-06,1.1945487645146055e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,312500,7.443415203357317e-06,1.1282416751369298e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,333333,7.367981019154546e-06,1.1968516018458447e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,354166,7.557674282000292e-06,1.1251667278140355e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,375000,7.582325754688065e-06,1.2283803040529777e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,395833,7.550603098251703e-06,1.3906282966132656e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,416666,7.2812122159216335e-06,1.2047809794891235e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,437500,6.072217438073238e-06,9.187731284624346e-06
100,0.05,0.5,5e-08,4.9999999999999996e-06,458333,5.960243047549964e-06,7.962664381627578e-06
100,0.05,0.5,5e-08,4.9999999999999996e-06,479166,5.229601760681836e-06,9.44413832522629e-06
100,0.05,0.5,5e-08,4.9999999999999996e-06,500000,4.362242775220162e-06,5.917180977607185e-06
100,0.05,0.5,5e-08,4.9999999999999996e-06,520833,5.000303947406958e-06,7.424436137424014e-06
100,0.05,0.5,5e-08,4.9999999999999996e-06,541666,5.486281289672277e-06,7.69269325965908e-06
100,0.05,0.5,5e-08,4.9999999999999996e-06,562500,7.056103819954718e-06,1.0255987490498737e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,583333,7.316874075621476e-06,1.2946954566884732e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,604166,7.275932267135224e-06,1.2400604493236979e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,625000,7.2031650583455175e-06,1.1210845888842474e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,645833,6.95711711653948e-06,1.150420826169181e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,666666,8.080285586685823e-06,1.3538523798217089e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,687500,7.272339928147931e-06,1.0846556458571994e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,708333,6.899185715836962e-06,1.1198991600452857e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,729166,6.737111026222255e-06,1.0186954832870289e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,750000,6.865255024679938e-06,1.0623176504261929e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,770833,7.993911545979228e-06,1.2581856521190069e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,791666,6.6790266550408055e-06,1.1031203628153608e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,812500,7.599899068696382e-06,1.13152569616676e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,833333,7.331578979718172e-06,1.1747262242881152e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,854166,6.3677070579090685e-06,9.771244197496061e-06
100,0.05,0.5,5e-08,4.9999999999999996e-06,875000,7.550761102876405e-06,1.2263630541912014e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,895833,7.704565417955557e-06,1.1707030772479383e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,916666,6.687084745104463e-06,1.0663878152265881e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,937500,6.8781843494493784e-06,1.1002943539771097e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,958333,6.988120778431752e-06,1.0343300743908375e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,979166,6.706724180777062e-06,1.1259471767040926e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,1000000,7.784557621890767e-06,1.2732733766849894e-05
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,7.8050056897715e-06,5.6659710871524425e-06
50,0.05,0.5,5e-08,2.4999999999999998e-06,0,7.64976744480374e-06,1.1701779513963336e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,20833,7.283911404693672e-06,1.2801817129340511e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,41666,6.482558280341169e-06,1.0719334835023505e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,62500,7.2309441427566155e-06,1.063580033797353e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,83333,6.575618611333519e-06,1.0604268971375607e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,104166,7.008179649288314e-06,1.1137801671094075e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,125000,6.652320682914155e-06,1.1327516471566943e-05
50,0.05,0.5,5e-08,2.4999999999999998e-06,145833,6.490887769641508e-06,9.952406474967126e-06
