GR,s,h,rho,rho_scaled,mean,sd
100,0.05,0.5,5e-08,4.9999999999999996e-06,301.05811623246495,70.82638021100395
50,0.05,0.5,5e-08,2.4999999999999998e-06,270.62324649298597,55.68242514980483
10,0.05,0.5,5e-08,5e-07,238.98396793587173,44.52763844883641
1,0.05,0.5,5e-08,5e-08,232.40881763527054,45.53983650872911
